"","x"
"5771","THAT long sleeve bardot is what i think my girlfriend would go for?"
"5772","I absolutely love THAT long sleeve Bardot. I have been fancying it for ages."
"5773","THIS lace mini is gorgeous! Perfect for summer! <U+2600><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B8><U+008E> #WINIT"
"5774","That long sleeve top, perfect for summer dressed up or down xxx"
"5775","This lace mini. It's a pretty dress and I would love to wear it for a summer occasion. <U+2600><U+FE0F>"
"5776","Love the mini, my beautiful daughter would look great in this! Well jel lol !!"
"5777","THAT top is lovely and would be perfect for the summer! Fingers crossed <ed><U+00A0><U+00BC><ed><U+00BE><U+00BE> <U+2600>"
"5778","THIS lace mini is fab would love to win it!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5779","THIS lace mini is gorgeous. Would be lovely for my holiday at the end of next month <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"5780","Love the long sleeve Bardot"
"5781","Definitely THIS lace mini <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> Summery but still quite elegant! Love it. #WINIT please Oasis xx"
"5782","This is just stunning would love to win that jacket and beautiful dress"
"5783","I Love THIS- absolutely gorgeous! Perfect for summer <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B2><U+0096> #WINIT"
"5784","This! Gorgeous!"
"5785","This
Thank you for the chance to win
Liked and shared lovely giveaway Anna Brown Alison Burns Pam Beer Kerry Jones"
"5786","THAT"
"5787","This"
"5788","this please"
"5789","They both look amazing but it's the lace mini for me!!<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> count me in Sophie Marie Cartwright Sophie Cartwright look at this"
"5790","Lace mini !!!!"
"5791","THAT Fab prize! I've liked your page, liked this post and shared! Thank you for the chance."
"5792","THIS lace mini, lovely. <ed><U+00A0><U+00BC><ed><U+00BE><U+00BE>"
"5793","This lace mini please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5794","That so great for the summer #WINIT"
"5795","THIS, loooks so elegant and feminine <3 <3 <3"
"5796","THIS lace mini, looks amazing. Can be dressed up or down. A classic item for a capsule wardrobe."
"5797","THIS lace mini xx love it #oasis #lacemini"
"5798","THAT - love the shorts! The shorts / top combo would be really good to bf in but still feel stylish!"
"5799","This lace mini! The perfect post baby treat come September x"
"5800","THAT long sleeve bardot"
"5801","The skirt THIS"
"5802","That xx"
"5803","I love THAT bardot top."
"5804","THAT"
"5805","That for sure xx"
"5806","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5807","THIS"
"5808","Loving that!!"
"5809","That"
"5810","THAT long sleeve bardot! Perfect for a city trip <ed><U+00A0><U+00BC><ed><U+00BC><U+0087><U+2764>"
"5811","Definitely this, I love a lace mini dress."
"5812","This lace mini <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5813","This for  me"
"5814","THAT"
"5815","THAT"
"5816","This"
"5817","THIS."
"5818","This #WINIT"
"5819","THIS
Love it so pretty"
"5820","THAT long sleeve top. <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"5821","This"
"5822","That :)"
"5823","That. I have the shorts. I need the top!"
"5824","THIS lace mini"
"5825","THIS"
"5826","THAT <3"
"5827","Lace mini xx"
"5828","THAT long sleeve bardot is perfect for summer x"
"5829","THIS lace mini! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5830","THIS"
"5831","THIS Lace mini is perfect tennis style for courtside!"
"5832","Love THIS lace mini. It's classic Wimbledon white. #WINIT"
"5833","THIS white mini is gorgeous xx"
"5834","This"
"5835","That please!"
"5836","That! White Bardot top!"
"5837","THIS lace mini please <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"5838","That
As dont like my legs <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"5839","This lace mini is so cute! <U+2764>"
"5840","THAT"
"5841","That <U+2764><U+FE0F>"
"5842","THIS <U+2764><U+FE0F>"
"5843","That"
"5844","Love this"
"5845","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5846","That x"
"5847","Long sleeved Bardot!"
"5848","That"
"5849","THAT long sleeve bardot. Stunning <ed><U+00A0><U+00BD><ed><U+00B2><U+00AF> <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5850","THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"5851","The lace mini is fab <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"5852","THIS lace mini is perfect for summer occasions!"
"5853","That please <U+263A><U+FE0F> <U+2764><U+FE0F> 
Liked and shared <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5854","This Lace Mini"
"5855","THAT long sleeve Bardot. <U+2764>
Eloise Trett"
"5856","This. I absolutely love it"
"5857","I love a bardot top so it would have to be THAT"
"5858","THIS Lace mini<ed><U+00A0><U+00BD><ed><U+00B8><U+00BB><U+2665><U+FE0F>"
"5859","THAT is  gorgeous"
"5860","THIS thanks  :-)"
"5861","THIS for my mum"
"5862","THAT long sleeve bardot would be so lovely please xxx"
"5863","That please"
"5864","THAT long sleeved Bardot top is lovely! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"5865","Love that x"
"5866","The lace mini! THIS!"
"5867","THAT is lovely xx"
"5868","This
<ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096>
Love this lace mini xxx 
Thanks for a chance xx"
"5869","That!"
"5870","This lace mini is beautiful please x"
"5871","THIS <U+2665> a bit of lace, Thank you Oasis"
"5872","THAT please ,it's fab ,thank you liked & shared. #WINIT <U+2728>"
"5873","This <U+2764><U+FE0F>"
"5874","THAT Love the bardot top"
"5875","This <U+2764><ed><U+00A0><U+00BD><ed><U+00B2><U+0097><U+2764><ed><U+00A0><U+00BD><ed><U+00B2><U+0097><U+2764><ed><U+00A0><U+00BD><ed><U+00B2><U+0097><U+2764>
Absolutely gorgeous"
"5876","Like the Lace Mini"
"5877","This please"
"5878","That .so cute"
"5879","THAT long sleeved Bardot please <ed><U+00A0><U+00BC><ed><U+00BE><U+00BE><ed><U+00A0><U+00BC><ed><U+00BD><U+0093><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"5880","This <U+2764><U+FE0F><U+2764><U+FE0F>"
"5881","THAT please.
Thank you for the chance <ed><U+00A0><U+00BC><ed><U+00BE><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+0083><ed><U+00A0><U+00BC><ed><U+00BE><U+0089>"
"5882","This lace mini <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
"5883","THAT Long sleeve bardot please looks pretty xxx"
"5884","This lace mini <U+2764>"
"5885","THAT. I would absolutely love to win please xox"
"5886","That for me. I like the top and shorts combination. X"
"5887","THIS lace mini pleasssse <U+2764>"
"5888","THAT! As I already own this <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5889","THIS <3 <3"
"5890","Oh crikey, I like both <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> but am going to say ""that"" xx"
"5891","THIS !!
<ed><U+00A0><U+00BD><ed><U+00B2><U+0099> Liked <ed><U+00A0><U+00BD><ed><U+00B2><U+009B> Shared <ed><U+00A0><U+00BD><ed><U+00B2><U+009A> Thanks! <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"5892","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5893","That!"
"5894","THIS lace mini please :)"
"5895","THAT <U+2728><U+2728><U+2B50><U+FE0F>"
"5896","This so perfect for many occasions x"
"5897","THIS"
"5898","This so beautiful and girly fresh for the summer bbq"
"5899","THIS lace mini <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5900","THIS Soooo Beautiful"
"5901","THAT is right up my street!"
"5902","THIS love a bit of lace <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5903","That."
"5904","I would love this lace mini <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5905","Oooo definitely THIS lace mini <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5906","THAT please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> I love both though so hard choice!! <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"5907","THAT please"
"5908","THIS lace sleeve mini"
"5909","That :)"
"5910","This please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5911","Loving THIS"
"5912","This would be amazing <U+2764>"
"5913","I love both but THAT long sleeve Bardot wins <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"5914","thisb..."
"5915","this <3 x"
"5916","THIS lace mini <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> absolutely fab <U+2764><U+2764> fantastic prize!!"
"5917","Love That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><U+2764><U+FE0F><ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> x"
"5918","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5919","THAT LONG SLEEVE BARDOT is stunning!!! Please!!! <ed><U+00A0><U+00BD><ed><U+00B2><U+0099><ed><U+00A0><U+00BD><ed><U+00B2><U+0099><ed><U+00A0><U+00BD><ed><U+00B2><U+0099>"
"5920","THAT :D :D"
"5921","This Mini please"
"5922","This plzzzz, so chic !!!!"
"5923","THIS! I love the dress x"
"5924","THIS lace mini :)"
"5925","Bardot"
"5926","This <ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><U+2764><U+FE0F>"
"5927","That ..anyone for tennis <ed><U+00A0><U+00BC><ed><U+00BE><U+00BE>"
"5928","Game, set & match to the lace mini! <3 #WINIT"
"5929","THAT! Long sleeved Bardot! <3 Its gorgeous x"
"5930","This lace mini! So cute <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5931","Definitely THIS!"
"5932","That for me please"
"5933","THIS <U+2764><U+2764>"
"5934","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><U+2600><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BE><U+00BE>"
"5935","This mini is beautiful xx"
"5936","This!"
"5937","That <3"
"5938","Loving THIS <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"5939","THIS <ed><U+00A0><U+00BD><ed><U+00B1><U+008D> <U+263A><U+FE0F>"
"5940","This <U+2764><U+FE0F><U+FE0F><U+2764><U+FE0F><U+FE0F>"
"5941","THAT :)"
"5942","This lace mini very stylish"
"5943","That x"
"5944","This pls"
"5945","That long sleeve bardot <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"5946","Lace all the way so THIS"
"5947","This 
<ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096>
Fun flirty summer dress i love 
<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5948","That. .just love that look.<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5949","love this lace mini !! perfect for the summer months"
"5950","This - it's so pretty!"
"5951","THAT long sleeved bardot"
"5952","This lace mini x"
"5953","Ohhhhhh THIS is beautiful! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5954","THIS lace mini <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5955","That."
"5956","THAT as looks easy to wear and stylish!"
"5957","Love the lace mini so it is definitely THIS for me"
"5958","This please."
"5959","THIS lace mini! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5960","That long sleeve Bardot top is fab! <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"5961","Lovin this"
"5962","Ooh hard choice! This lace mini"
"5963","THAT long sleeve bardot."
"5964","This lace mini is just gorge! <ed><U+00A0><U+00BD><ed><U+00B2><U+0093>"
"5965","This defo so pretty"
"5966","This......is stunning"
"5967","That long sleeve Bardot #WINIT"
"5968","THAT please!"
"5969","THAT! loving the shorts <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5970","THAT :)"
"5971","This x"
"5972","That <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BC><ed><U+00BE><U+0089>"
"5973","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5974","THAT top"
"5975","THAT is a lovely outfit <ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>"
"5976","THIS! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BE><ed><U+00B4><U+0097><ed><U+00A0><U+00BD><ed><U+00B1><U+008C>"
"5977","THAT long sleeve Bardot pretty please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5978","This mini <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5979","This please"
"5980","This lace mini  <U+2764><U+FE0F> please"
"5981","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BC><ed><U+00BC><U+009E>"
"5982","THIS Lace mini"
"5983","This"
"5984","This love this xxx"
"5985","This lace mini what a great summer dress"
"5986","THAT please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5987","I can't find the mini lace on your website?"
"5988","THIS <U+2764>"
"5989","Love both x"
"5990","THIS lace mini is lovely. Would love to #WINIT"
"5991","That long sleeved Bardot"
"5992","THIS <ed><U+00A0><U+00BC><ed><U+00BE><U+00BE> .... THAT <ed><U+00A0><U+00BC><ed><U+00BE><U+00BE>.... THIS <ed><U+00A0><U+00BC><ed><U+00BE><U+00BE>....Game, Set, Match THAT!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>xx"
"5993","Love <U+2764><U+FE0F> both"
"5994","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"5995","This <3"
"5996","THAT please"
"5997","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"5998","THAT Bardot top!! Love it!! xXx"
"5999","THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> #WINIT"
"6000","""That"" would be fantastic for my holiday <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>"
"6001","Loving the shorts combo, cute sandals too <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"6002","This please"
"6003","THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> #WINIT"
"6004","This would be perfect for a first date I have"
"6005","This lace mini!!!! So pretty! X"
"6006","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6007","THAT long sleeve bardot please. So flattering x"
"6008","This lace mini is hot! Love it"
"6009","THAT long sleeve bardot !"
"6010","That x"
"6011","This plz x"
"6012","that please"
"6013","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6014","THAT love it x"
"6015","THAT long sleeve bardot please!"
"6016","THIS please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6017","Loving THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"6018","This This THIS ! :) X :)"
"6019","THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"6020","THAT Bardot top to team up with shorts/jeans/skirt"
"6021","This lace mini! Wit Woo!"
"6022","THIS...very pretty <ed><U+00A0><U+00BD><ed><U+00B9><U+0082>"
"6023","This lace mini"
"6024","THIS lace mini"
"6025","THIS lace mini <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> liked and shared"
"6026","<U+2764><U+FE0F> THAT"
"6027","This lace mini <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6028","That! Lovely top and everything x"
"6029","That <ed><U+00A0><U+00BC><ed><U+00BD><U+0080><U+2764>"
"6030","That
Love it liked shared thanks for the chance"
"6031","That!"
"6032","lace x"
"6033","THIS. Very nice outfit indeed."
"6034","I prefer THAT White top. <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"6035","THIS lace mini is lovely!"
"6036","I love this lace mini!"
"6037","THAT long sleeve too <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"6038","THIS :)"
"6039","That long sleeved Bardot <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"6040","THAT <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"6041","Lace mini! <ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>x x"
"6042","THIS MINI please <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> #winit x"
"6043","THIS #WINIT <U+2764>"
"6044","Love THAT long sleeve Bardot, fingers crossed #winit"
"6045","THAT long sleeve Bardot! Looks gorgeous <U+2764><U+FE0F>"
"6046","That"
"6047","THIS 
Lace mini <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>x"
"6048","#THIS lace mini <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> gorgeous x"
"6049","Lace please"
"6050","THAT<U+2764><U+FE0F>"
"6051","This!"
"6052","I love THIS ! X"
"6053","THIS lace mini <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6054","This mini love it"
"6055","THAT! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6056","Long sleeve Bardot"
"6057","Both so pretty :) I would love to win THAT! xx"
"6058","THIS lace mini is gorgeous!"
"6059","Lace mini <ed><U+00A0><U+00BE><ed><U+00B6><U+008B>"
"6060","THIS <U+2665>"
"6061","This xx"
"6062","This <3 Lovely!"
"6063","This <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>Lace mini love xxxx"
"6064","This Lace Mini! Love it"
"6065","This mini for sure!!!!!"
"6066","This this this please. Love my lace. <U+2661> oasis x"
"6067","This!!  X"
"6068","This!"
"6069","THIS lace mini is gorgeous x"
"6070","Long sleeve bardot please.x"
"6071","That <3"
"6072","THAT looks lush!"
"6073","WOW! THAT long sleeve bardot is stunner"
"6074","Prefer THAT long sleeve bardot #winit"
"6075","THIS lace mini <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> It's lovely x"
"6076","Love THIS lace mini"
"6077","That please"
"6078","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6079","This <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"6080","THIS <ed><U+00A0><U+00BC><ed><U+00BE><U+00BE>"
"6081","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6082","THAT bardot top <U+2764>"
"6083","This <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>"
"6084","That!"
"6085","That x"
"6086","THAT please...pretty top !"
"6087","THIS because it's absolutely fabulous :)"
"6088","Lace mini <ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"6089","This 
Fingers crossed 
Liked and shared"
"6090","This. Lace mini<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6091","THIS it's beautiful <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"6092","This lace mini is gorgeous!"
"6093","THIS"
"6094","The lace dress or mini please <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
